42 55 89;0.0874,1.000,-448.371
26 42 66 89;0.0874,1.000,-448.371
42 63 66 89;0.0874,1.000,-448.371
19 28 41 90;0.0780,1.000,-442.265
68 88 90;0.0762,1.000,-431.547
85 90;0.1234,0.883,-424.771
42 66 89;0.0874,0.988,-412.344
41 82 90;0.0729,1.000,-411.846
31 40 89;0.0800,1.000,-408.090
5 40 90;0.0715,1.000,-403.668
60 82 89;0.1751,0.825,-401.686
55 82 89;0.1751,0.825,-401.686
40 83 90;0.0711,1.000,-401.219
25 26 42 89;0.0874,0.977,-388.762
25 42 63 89;0.0874,0.977,-388.762
11 41 89;0.0763,1.000,-388.128
7 55 89;0.1227,0.898,-383.338
7 60 89;0.1176,0.906,-380.520
9 68 90;0.1093,0.885,-373.974
14 39 66 90;0.0877,0.936,-365.741
25 42 89;0.0874,0.965,-365.669
33 41 90;0.0644,1.000,-361.445
14 40 88 89;0.0713,1.000,-360.965
40 88 89;0.2230,0.755,-359.896
26 41 88 89;0.2124,0.764,-359.274
5 25 66 90;0.0729,0.973,-354.058
5 66 68 90;0.0726,0.973,-352.481
5 63 66 90;0.0726,0.973,-352.481
17 41 89;0.0693,1.000,-350.744
26 42 89;0.0874,0.952,-342.865
42 63 89;0.0874,0.952,-342.865
31 89;0.1142,0.891,-342.200
34 41 90;0.0611,1.000,-342.124
39 88 90;0.0854,0.924,-338.278
57 90;0.0605,1.000,-338.112
41 88 89;0.2238,0.743,-334.068
10 21 82 89;0.0661,1.000,-333.294
21 79 82 89;0.0658,1.000,-331.844
67 76 89;0.0648,1.000,-326.773
42 89;0.0874,0.941,-324.641
14 40 89;0.1031,0.901,-320.258
19 41 90;0.0780,0.933,-318.310
26 35 89;0.0752,0.962,-305.777
10 17 40 90;0.0547,1.000,-304.584
10 17 66 90;0.0547,1.000,-304.584
10 59 90;0.0542,1.000,-301.408
7 43 89;0.0598,1.000,-300.098
55 81 89;0.0596,1.000,-299.380
10 54 90;0.0536,1.000,-298.234
40 68 90;0.2141,0.692,-297.459
25 83 90;0.0733,0.932,-297.124
28 33 39 90;0.0533,1.000,-296.648
28 56 66 90;0.0531,1.000,-295.062
39 54 90;0.0529,1.000,-294.270
60 81 89;0.0583,1.000,-292.208
66 68 90;0.2188,0.685,-291.254
68 83 90;0.0722,0.931,-291.187
63 83 90;0.0722,0.931,-291.187
7 39 66 90;0.0940,0.863,-286.925
39 59 90;0.0514,1.000,-285.565
21 48 89;0.0561,1.000,-280.764
7 11 89;0.0600,0.987,-275.558
35 40 89;0.0536,1.000,-267.937
5 66 90;0.0729,0.902,-258.883
35 89;0.0752,0.926,-256.911
33 39 90;0.0533,0.970,-252.055
44 68 89;0.0503,1.000,-250.908
21 44 89;0.0503,1.000,-250.908
48 68 89;0.0499,1.000,-248.786
25 39 66 90;0.2195,0.664,-246.805
19 60 89;0.0494,1.000,-245.958
28 56 90;0.0531,0.965,-244.951
18 21 82 89;0.0490,1.000,-243.838
4 28 39 63 66 90;0.0789,0.869,-243.621
39 63 66 90;0.2184,0.663,-242.596
28 39 66 81 90;0.0786,0.866,-239.414
43 82 89;0.0955,0.859,-237.961
68 79 89;0.0476,1.000,-236.783
21 40 79 89;0.0476,1.000,-236.783
43 44 89;0.0475,1.000,-236.079
43 48 89;0.0473,1.000,-235.374
11 81 89;0.0469,1.000,-233.261
5 68 90;0.0726,0.878,-231.709
25 66 90;0.4683,0.522,-231.668
10 17 90;0.0547,0.946,-231.515
40 82 89;0.0955,0.850,-227.733
10 40 90;0.1425,0.727,-223.835
36 40 89;0.0832,0.875,-222.531
25 39 63 76 89;0.0702,0.911,-222.129
7 19 39 90;0.0404,1.000,-222.109
39 60 76 89;0.0506,0.979,-220.935
63 66 90;0.4672,0.521,-220.925
4 7 28 39 90;0.0401,1.000,-220.556
7 28 39 81 90;0.0398,1.000,-219.004
7 19 28 90;0.0394,1.000,-216.677
81 88 89;0.1108,0.808,-213.017
25 37 63 89;0.1146,0.800,-210.124
25 39 76 89;0.0702,0.898,-208.683
25 37 89;0.1146,0.797,-206.275
7 68 89;0.0503,0.966,-205.210
28 39 81 90;0.0786,0.832,-204.273
4 14 28 39 90;0.0402,0.987,-204.196
37 63 89;0.1146,0.794,-202.488
60 83 90;0.0368,1.000,-201.975
54 90;0.1602,0.692,-201.736
79 82 89;0.0879,0.844,-201.180
7 28 39 90;0.0800,0.824,-199.958
56 66 90;0.0548,0.911,-199.801
17 83 90;0.0364,1.000,-199.659
37 66 88 89;0.0559,0.938,-199.482
37 89;0.1146,0.791,-198.760
59 90;0.1585,0.691,-197.614
9 14 39 90;0.0390,0.986,-197.343
4 39 66 90;0.0964,0.781,-196.049
19 55 89;0.0494,0.960,-195.365
39 63 76 89;0.0702,0.884,-194.735
4 39 63 90;0.1022,0.768,-194.445
4 25 39 90;0.1018,0.767,-192.761
10 28 41 66 90;0.0347,1.000,-190.410
68 90;0.2188,0.637,-189.104
20 86 90;0.0342,1.000,-187.332
14 43 89;0.0379,1.000,-187.111
55 60 89;0.2809,0.645,-187.069
39 55 76 89;0.0561,0.921,-184.380
21 67 89;0.0372,1.000,-183.640
39 76 89;0.0702,0.872,-183.244
14 28 39 90;0.0796,0.807,-182.748
55 89;0.3407,0.617,-180.876
56 90;0.0548,0.883,-176.506
20 43 90;0.0320,1.000,-175.047
36 39 66 90;0.0658,0.839,-174.695
17 81 89;0.0353,1.000,-173.941
76 82 89;0.0353,1.000,-173.941
14 39 90;0.0877,0.778,-173.609
67 89;0.0648,0.878,-173.140
10 20 28 41 90;0.0391,0.957,-171.833
10 28 41 60 90;0.0391,0.957,-171.833
10 28 41 55 90;0.0391,0.957,-171.833
7 17 89;0.0345,1.000,-169.793
9 26 41 60 66 89;0.0343,1.000,-169.102
60 89;0.3325,0.615,-166.581
41 79 90;0.0304,1.000,-165.861
10 66 88 90;0.0487,0.897,-165.525
43 89;0.1076,0.771,-162.857
1 26 66 89;0.0373,0.978,-161.314
10 88 90;0.0487,0.890,-160.669
39 66 81 90;0.0786,0.784,-159.790
4 39 90;0.1024,0.734,-158.998
11 21 82 89;0.0320,1.000,-157.378
5 17 90;0.0372,0.948,-156.926
14 68 89;0.0319,1.000,-156.690
10 41 60 90;0.0510,0.874,-156.658
10 41 55 90;0.0510,0.874,-156.658
39 66 90;0.2195,0.619,-156.335
7 19 90;0.0404,0.928,-156.135
10 28 41 90;0.0391,0.935,-155.934
10 41 66 90;0.0466,0.893,-155.490
18 68 89;0.0316,1.000,-155.313
18 21 40 89;0.0316,1.000,-155.313
7 39 90;0.0940,0.746,-155.281
66 84 89;0.0313,1.000,-153.938
4 28 34 90;0.0282,1.000,-153.649
1 66 89;0.0373,0.965,-150.037
9 83 90;0.0372,0.935,-148.167
10 41 90;0.0510,0.859,-146.879
7 89;0.1929,0.672,-145.609
21 79 89;0.0658,0.841,-144.944
19 33 90;0.0265,1.000,-144.517
7 28 34 66 90;0.0265,1.000,-144.517
10 86 90;0.0264,1.000,-143.757
28 33 81 90;0.0263,1.000,-142.998
28 34 81 90;0.0261,1.000,-142.238
19 28 88 90;0.0261,1.000,-142.238
9 28 33 90;0.0260,1.000,-141.479
14 28 34 66 90;0.0260,1.000,-141.479
1 89;0.0494,0.894,-140.979
5 88 90;0.0269,0.990,-138.161
21 82 89;0.1308,0.718,-137.103
39 81 90;0.0786,0.757,-136.147
5 63 90;0.0741,0.764,-133.791
66 90;0.4683,0.508,-133.370
21 30 89;0.0269,1.000,-132.002
5 25 90;0.0736,0.763,-131.685
34 88 90;0.0241,1.000,-130.862
11 39 83 89;0.0265,1.000,-129.953
18 21 89;0.0512,0.870,-129.701
4 34 90;0.0282,0.963,-126.457
18 82 89;0.0654,0.816,-124.944
11 21 39 66 89;0.0327,0.952,-123.094
10 11 21 39 89;0.0249,1.000,-121.768
33 81 90;0.0263,0.970,-121.682
36 68 89;0.0248,1.000,-121.087
5 9 90;0.0386,0.879,-120.044
10 78 89;0.0243,1.000,-119.044
87 89;0.0241,1.000,-117.683
26 68 78 89;0.0241,1.000,-117.683
63 68 78 89;0.0241,1.000,-117.683
62 89;0.0239,1.000,-117.003
24 83 89;0.0239,1.000,-117.003
10 24 89;0.0239,1.000,-117.003
24 66 89;0.0239,1.000,-117.003
30 68 89;0.0239,1.000,-117.003
30 40 89;0.0239,1.000,-117.003
10 39 83 89;0.0239,1.000,-117.003
26 39 83 89;0.0239,1.000,-117.003
21 39 83 89;0.0293,0.964,-116.719
82 89;0.1751,0.664,-116.246
19 81 90;0.0395,0.863,-114.554
74 89;0.0234,1.000,-114.283
33 68 89;0.0234,1.000,-114.283
21 33 40 89;0.0234,1.000,-114.283
55 83 90;0.0369,0.874,-112.407
4 19 28 90;0.0387,0.863,-112.180
11 21 39 89;0.0346,0.920,-111.483
19 79 89;0.0222,1.000,-108.171
34 81 90;0.0261,0.941,-106.320
9 33 90;0.0260,0.941,-105.623
5 90;0.0744,0.721,-102.297
26 78 89;0.0360,0.892,-100.861
10 39 89;0.0890,0.732,-99.511
10 11 25 90;0.0611,0.749,-99.015
10 11 63 90;0.0611,0.749,-99.015
39 83 89;0.0293,0.930,-98.983
79 89;0.1097,0.704,-98.561
41 86 90;0.0179,1.000,-96.950
40 86 90;0.0179,1.000,-96.950
28 86 90;0.0179,1.000,-96.950
20 44 90;0.0179,1.000,-96.950
44 71 90;0.0179,1.000,-96.950
41 44 60 90;0.0179,1.000,-96.950
40 41 44 90;0.0179,1.000,-96.950
28 41 44 90;0.0179,1.000,-96.950
20 40 79 90;0.0179,1.000,-96.950
40 71 79 90;0.0179,1.000,-96.950
11 24 89;0.0239,0.967,-96.678
36 39 90;0.0658,0.732,-96.256
83 90;0.0733,0.715,-95.989
28 33 90;0.0644,0.734,-95.074
79 86 90;0.0175,1.000,-94.700
11 36 89;0.0324,0.898,-93.586
14 76 89;0.0190,1.000,-92.601
68 78 89;0.0241,0.957,-92.327
20 48 90;0.0170,1.000,-91.703
48 71 90;0.0170,1.000,-91.703
41 48 60 90;0.0170,1.000,-91.703
40 41 48 90;0.0170,1.000,-91.703
28 41 48 90;0.0170,1.000,-91.703
30 89;0.0431,0.838,-91.702
63 90;0.4806,0.493,-91.692
20 40 82 90;0.0168,1.000,-90.954
40 71 82 90;0.0168,1.000,-90.954
4 19 90;0.0395,0.814,-90.640
10 19 89;0.0186,1.000,-90.576
4 66 88 89;0.1148,0.687,-88.785
10 39 43 90;0.0163,1.000,-87.959
10 43 71 90;0.0163,1.000,-87.959
5 39 89;0.0287,0.909,-87.572
33 90;0.0644,0.720,-86.838
11 44 89;0.0178,1.000,-86.528
18 39 43 90;0.0160,1.000,-86.463
18 43 71 90;0.0160,1.000,-86.463
4 25 88 89;0.1149,0.684,-86.160
39 43 79 90;0.0159,1.000,-85.715
43 71 79 90;0.0159,1.000,-85.715
11 48 89;0.0175,1.000,-85.180
9 43 90;0.0157,1.000,-84.968
39 43 82 90;0.0157,1.000,-84.968
43 71 82 90;0.0157,1.000,-84.968
17 36 89;0.0172,1.000,-83.833
4 88 89;0.1149,0.681,-83.731
4 10 20 71 90;0.0278,0.871,-83.231
4 10 60 71 90;0.0278,0.871,-83.231
4 10 55 71 90;0.0278,0.871,-83.231
10 25 90;0.1751,0.596,-83.126
12 41 90;0.0152,1.000,-81.979
12 71 90;0.0152,1.000,-81.979
84 89;0.0313,0.877,-81.685
39 63 68 89;0.0294,0.888,-81.015
9 26 49 66 89;0.0243,0.927,-80.925
9 49 63 66 89;0.0243,0.927,-80.925
3 40 89;0.1587,0.644,-80.215
78 89;0.0360,0.846,-79.650
48 89;0.0561,0.768,-78.702
4 20 51 82 90;0.0144,1.000,-77.500
4 51 71 82 90;0.0144,1.000,-77.500
18 86 90;0.0142,1.000,-76.753
18 28 41 90;0.0142,1.000,-76.753
25 39 90;0.2306,0.567,-76.719
4 40 89;0.1598,0.640,-76.506
9 19 88 90;0.0141,1.000,-76.008
4 10 20 55 60 90;0.0278,0.846,-74.025
24 89;0.0239,0.911,-73.780
25 90;0.4794,0.492,-73.780
19 28 36 90;0.0256,0.862,-73.408
18 89;0.0888,0.695,-71.647
4 10 20 79 90;0.0133,1.000,-71.536
4 10 71 79 90;0.0133,1.000,-71.536
4 10 20 82 90;0.0133,1.000,-71.536
4 10 71 82 90;0.0133,1.000,-71.536
19 88 90;0.0282,0.834,-71.003
14 81 82 90;0.0131,1.000,-70.791
7 81 82 90;0.0131,1.000,-70.791
39 68 89;0.0294,0.860,-70.129
49 81 89;0.0141,1.000,-68.374
11 20 39 51 71 90;0.0160,0.951,-68.096
9 14 34 90;0.0126,1.000,-67.813
9 14 82 90;0.0126,1.000,-67.813
4 20 51 79 90;0.0126,1.000,-67.813
4 51 71 79 90;0.0126,1.000,-67.813
9 49 66 89;0.0243,0.890,-67.576
79 88 90;0.0124,1.000,-67.069
26 66 88 89;0.2178,0.606,-66.373
4 10 20 60 90;0.0278,0.822,-65.933
17 40 60 90;0.0542,0.707,-65.932
4 10 20 55 90;0.0278,0.819,-64.856
12 40 90;0.0119,1.000,-64.095
10 20 28 36 90;0.0119,1.000,-64.095
25 26 88 89;0.2186,0.603,-63.468
49 85 89;0.0129,1.000,-62.344
19 39 90;0.0811,0.650,-62.298
66 88 89;0.2291,0.599,-62.263
7 28 34 90;0.0265,0.819,-61.987
18 20 28 40 90;0.0115,1.000,-61.866
18 28 40 71 90;0.0115,1.000,-61.866
9 25 26 49 89;0.0253,0.864,-61.765
9 25 49 63 89;0.0253,0.864,-61.765
10 14 21 89;0.0252,0.864,-61.232
26 49 66 89;0.0243,0.868,-60.608
49 63 66 89;0.0243,0.868,-60.608
25 88 89;0.2299,0.597,-59.534
11 39 89;0.0532,0.737,-59.522
21 86 89;0.0122,1.000,-58.999
34 76 89;0.0122,1.000,-58.999
26 36 88 89;0.0564,0.728,-58.931
17 40 55 90;0.0533,0.694,-58.766
26 88 89;0.2186,0.599,-58.625
19 36 90;0.0256,0.813,-58.125
10 21 33 89;0.0118,1.000,-56.993
44 89;0.0503,0.737,-56.532
81 82 90;0.0260,0.802,-55.719
14 28 34 90;0.0260,0.802,-55.719
36 76 89;0.0115,1.000,-55.657
36 88 89;0.0599,0.713,-55.639
10 12 55 60 90;0.0135,0.943,-55.635
3 39 90;0.1212,0.600,-55.155
88 89;0.2299,0.593,-54.944
7 34 90;0.0298,0.773,-54.727
37 86 90;0.0101,1.000,-54.445
19 28 90;0.0780,0.640,-54.417
17 60 90;0.0542,0.682,-54.095
12 55 60 90;0.0152,0.910,-54.078
17 40 90;0.1079,0.609,-54.062
10 20 36 90;0.0159,0.899,-53.958
14 34 90;0.0280,0.779,-53.352
34 90;0.0611,0.665,-53.323
9 25 49 89;0.0253,0.833,-52.366
41 44 90;0.0179,0.862,-51.573
49 66 89;0.0243,0.836,-51.055
86 90;0.0342,0.737,-50.697
4 10 20 90;0.0278,0.772,-50.633
25 26 49 89;0.0263,0.821,-50.583
25 49 63 89;0.0263,0.821,-50.583
41 48 90;0.0170,0.867,-50.038
11 20 39 51 55 60 90;0.0160,0.880,-49.974
81 89;0.1323,0.627,-49.762
10 14 20 90;0.0114,0.954,-49.048
18 41 90;0.0230,0.800,-48.892
41 55 60 90;0.0689,0.641,-48.053
17 55 90;0.0533,0.667,-46.875
19 90;0.0811,0.622,-46.047
16 88 90;0.0083,1.000,-44.820
16 41 90;0.0114,0.933,-44.753
16 71 90;0.0114,0.933,-44.753
10 12 60 90;0.0135,0.892,-44.733
10 12 55 90;0.0135,0.892,-44.733
11 20 51 79 90;0.0082,1.000,-44.081
11 39 51 79 90;0.0082,1.000,-44.081
11 51 71 79 90;0.0082,1.000,-44.081
11 20 39 51 73 90;0.0082,1.000,-44.081
39 43 90;0.0320,0.724,-43.584
43 71 90;0.0320,0.724,-43.584
9 26 49 89;0.0253,0.801,-43.496
9 49 63 89;0.0253,0.801,-43.496
17 90;0.1094,0.592,-43.416
37 43 90;0.0081,1.000,-43.342
25 49 89;0.0263,0.793,-43.121
11 20 51 82 90;0.0079,1.000,-42.603
11 39 51 82 90;0.0079,1.000,-42.603
11 51 71 82 90;0.0079,1.000,-42.603
11 20 39 51 72 90;0.0078,1.000,-41.864
10 21 36 89;0.0181,0.852,-41.421
11 33 89;0.0082,1.000,-39.661
12 82 90;0.0074,1.000,-39.648
10 38 89;0.0081,1.000,-38.996
11 38 83 89;0.0081,1.000,-38.996
26 38 83 89;0.0081,1.000,-38.996
11 38 66 89;0.0081,1.000,-38.996
26 38 66 89;0.0081,1.000,-38.996
12 60 90;0.0152,0.835,-38.660
39 90;0.2329,0.538,-38.564
40 89;0.3184,0.561,-38.564
4 18 20 82 90;0.0071,1.000,-38.172
4 18 71 82 90;0.0071,1.000,-38.172
4 10 71 90;0.0278,0.725,-38.008
36 49 89;0.0078,1.000,-37.667
12 55 90;0.0152,0.828,-37.533
4 10 90;0.0644,0.625,-37.327
10 11 20 71 90;0.0081,0.967,-37.098
10 11 60 71 90;0.0081,0.967,-37.098
10 11 55 71 90;0.0081,0.967,-37.098
4 29 41 80 89;0.0077,1.000,-37.002
9 49 89;0.0253,0.774,-36.803
20 36 51 82 90;0.0068,1.000,-36.696
4 18 20 90;0.0149,0.826,-36.420
4 18 71 90;0.0149,0.826,-36.420
20 36 51 79 90;0.0067,1.000,-35.958
26 49 89;0.0263,0.765,-35.929
49 63 89;0.0263,0.765,-35.929
10 90;0.1751,0.551,-35.762
41 56 76 89;0.0072,1.000,-35.009
21 41 76 89;0.0072,1.000,-35.009
41 76 80 89;0.0071,1.000,-34.345
37 40 79 90;0.0063,1.000,-33.747
41 76 89;0.0108,0.908,-33.177
37 44 60 90;0.0062,1.000,-33.010
37 40 44 90;0.0062,1.000,-33.010
28 37 44 90;0.0062,1.000,-33.010
14 20 79 90;0.0062,1.000,-33.010
27 72 88 90;0.0062,1.000,-33.010
27 41 72 90;0.0062,1.000,-33.010
27 71 72 90;0.0062,1.000,-33.010
12 44 90;0.0060,1.000,-32.272
9 90;0.2121,0.537,-32.046
16 76 89;0.0066,1.000,-31.691
12 48 90;0.0059,1.000,-31.536
12 79 90;0.0059,1.000,-31.536
4 29 41 89;0.0077,0.966,-31.000
37 40 48 90;0.0057,1.000,-30.799
28 37 48 90;0.0057,1.000,-30.799
14 41 90;0.0990,0.578,-30.701
49 89;0.0263,0.741,-30.424
12 76 89;0.0063,1.000,-30.364
12 68 89;0.0063,1.000,-30.364
3 16 55 60 90;0.0083,0.910,-30.206
37 40 82 90;0.0056,1.000,-30.063
14 20 82 90;0.0056,1.000,-30.063
69 89;0.0062,1.000,-29.701
29 75 89;0.0062,1.000,-29.701
49 78 90;0.0055,1.000,-29.327
42 78 90;0.0055,1.000,-29.327
5 14 89;0.0060,1.000,-29.039
14 29 86 89;0.0060,1.000,-29.039
14 39 86 89;0.0060,1.000,-29.039
4 20 82 90;0.0182,0.747,-29.006
4 71 82 90;0.0182,0.747,-29.006
49 88 90;0.0081,0.908,-28.915
16 55 60 90;0.0114,0.830,-28.578
38 83 89;0.0081,0.937,-28.517
38 66 89;0.0081,0.937,-28.517
16 68 89;0.0057,1.000,-27.713
19 29 41 89;0.0056,1.000,-27.050
11 38 89;0.0081,0.922,-26.671
4 20 79 90;0.0170,0.743,-26.370
4 71 79 90;0.0170,0.743,-26.370
4 21 29 39 63 89;0.0090,0.892,-25.858
56 83 89;0.0053,1.000,-25.726
41 68 89;0.0053,1.000,-25.726
29 41 56 89;0.0053,1.000,-25.726
41 80 83 89;0.0053,1.000,-25.726
21 41 83 89;0.0053,1.000,-25.726
1 20 41 90;0.0048,1.000,-25.647
1 41 60 90;0.0048,1.000,-25.647
1 41 55 90;0.0048,1.000,-25.647
1 41 51 90;0.0048,1.000,-25.647
1 41 47 90;0.0048,1.000,-25.647
20 67 82 90;0.0047,1.000,-24.912
3 16 60 90;0.0083,0.859,-24.300
3 16 55 90;0.0083,0.859,-24.300
1 20 67 90;0.0045,1.000,-24.177
36 47 51 71 79 90;0.0082,0.857,-23.711
65 90;0.0044,1.000,-23.442
67 84 90;0.0044,1.000,-23.442
41 84 90;0.0044,1.000,-23.442
78 88 90;0.0044,1.000,-23.442
42 88 90;0.0044,1.000,-23.442
4 37 51 82 90;0.0044,1.000,-23.442
4 21 29 39 89;0.0090,0.868,-23.119
10 14 50 89;0.0048,1.000,-23.078
16 73 90;0.0042,1.000,-22.707
7 16 90;0.0042,1.000,-22.707
12 36 90;0.0042,1.000,-22.707
11 20 30 90;0.0042,1.000,-22.707
10 14 46 89;0.0047,1.000,-22.416
16 79 90;0.0041,1.000,-21.972
16 27 90;0.0041,1.000,-21.972
16 72 90;0.0041,1.000,-21.972
4 20 30 90;0.0040,1.000,-21.237
18 72 88 90;0.0040,1.000,-21.237
18 20 36 82 90;0.0040,1.000,-21.237
18 20 28 36 90;0.0040,1.000,-21.237
16 55 90;0.0114,0.769,-20.962
3 7 47 51 71 79 90;0.0063,0.885,-20.704
3 36 51 71 79 90;0.0066,0.873,-20.513
14 27 88 90;0.0038,1.000,-20.503
18 28 37 40 90;0.0038,1.000,-20.503
5 34 89;0.0041,1.000,-19.771
5 36 89;0.0041,1.000,-19.771
18 20 36 79 90;0.0037,1.000,-19.769
4 37 51 79 90;0.0037,1.000,-19.769
15 89;0.0040,1.000,-19.110
6 89;0.0040,1.000,-19.110
38 80 89;0.0040,1.000,-19.110
36 51 71 73 79 90;0.0036,1.000,-19.034
3 11 89;0.0691,0.612,-19.030
10 34 89;0.0144,0.755,-18.948
36 51 71 79 90;0.0098,0.774,-18.926
12 90;0.0152,0.707,-18.888
16 60 90;0.0114,0.748,-18.650
18 20 36 90;0.0077,0.812,-18.065
9 21 29 39 63 89;0.0088,0.821,-17.622
35 79 90;0.0033,1.000,-17.566
37 44 79 90;0.0033,1.000,-17.566
7 71 73 79 90;0.0033,1.000,-17.566
13 41 89;0.0036,1.000,-17.128
1 41 90;0.0048,0.897,-16.836
37 48 79 90;0.0031,1.000,-16.833
17 25 39 89;0.0060,0.880,-16.657
3 14 47 51 71 79 90;0.0051,0.881,-16.602
4 11 89;0.0691,0.604,-16.441
27 35 90;0.0030,1.000,-16.099
37 44 82 90;0.0030,1.000,-16.099
27 71 73 79 90;0.0030,1.000,-16.099
7 71 72 79 90;0.0030,1.000,-16.099
3 16 90;0.0083,0.772,-16.062
38 49 90;0.0029,1.000,-15.366
38 42 90;0.0029,1.000,-15.366
13 80 89;0.0031,1.000,-15.147
36 89;0.1072,0.580,-15.079
18 20 67 90;0.0027,1.000,-14.632
3 51 55 60 88 90;0.0268,0.616,-14.381
9 41 66 89;0.1067,0.577,-14.012
18 43 47 51 90;0.0160,0.661,-13.966
20 28 40 55 60 90;0.0347,0.595,-13.930
